Rk;Jogador;Equipe;Minutos jogados;Taxa de acerto total;Pontos de 3 convertidos;Pontos de 3 tentados;Taxa de acerto de 3 pontos;Rebotes;Assistencias;Pontos por jogo
467;Moussa Diabaté;LAC;5.8;.526;0.0;0.0;;2.2;0.4;2.6
468;Otto Porter Jr.;TOR;11.6;.424;0.5;1.5;.348;1.9;0.5;2.6
469;Alex Fudge;2TM;6.7;.400;0.2;0.8;.200;0.8;0.0;2.5
469;Alex Fudge;LAL;3.5;.167;0.0;0.5;.000;0.5;0.0;1.0
469;Alex Fudge;DAL;13.0;.556;0.5;1.5;.333;1.5;0.0;5.5
470;Dylan Windler;3TM;6.4;.500;0.8;1.6;.481;0.9;0.6;2.5
470;Dylan Windler;NYK;2.3;.500;0.3;0.7;.500;0.3;0.3;1.0
470;Dylan Windler;LAL;3.5;.444;0.5;1.0;.500;0.4;0.8;1.5
470;Dylan Windler;ATL;12.2;.526;1.3;2.8;.471;2.0;0.5;4.7
471;Greg Brown III;DAL;6.7;.455;0.2;0.5;.333;1.5;0.7;2.5
472;Furkan Korkmaz;PHI;8.6;.395;0.4;1.1;.350;0.9;0.7;2.5
473;Alex Len;SAC;9.3;.617;0.0;0.1;.000;2.7;1.0;2.5
474;Markieff Morris;DAL;8.3;.338;0.6;1.6;.357;1.5;0.6;2.5
475;Harry Giles;2TM;4.3;.460;0.1;0.6;.214;1.3;0.3;2.4
475;Harry Giles;BRK;5.1;.500;0.2;0.7;.273;1.6;0.4;3.4
475;Harry Giles;LAL;2.7;.167;0.0;0.4;.000;0.6;0.0;0.3
476;AJ Griffin;ATL;8.6;.290;0.5;2.0;.256;0.9;0.3;2.4
477;Mouhamadou Gueye;TOR;10.9;.289;0.0;0.3;.000;2.1;0.5;2.4
478;Joe Harris;DET;10.6;.359;0.6;1.9;.333;0.8;0.6;2.4
479;Cory Joseph;GSW;11.4;.359;0.5;1.6;.310;1.2;1.6;2.4
480;Xavier Moon;LAC;8.5;.326;0.1;1.2;.118;1.3;1.5;2.4
481;Jamaree Bouyea;2TM;10.6;.357;0.1;1.0;.111;2.1;1.2;2.3
481;Jamaree Bouyea;POR;9.5;.238;0.0;1.3;.000;1.7;1.3;1.7
481;Jamaree Bouyea;SAS;12.7;.714;0.3;0.3;1.000;3.0;1.0;3.7
482;Amari Bailey;CHO;6.5;.333;0.1;0.8;.125;0.9;0.7;2.3
483;Isaiah Mobley;CLE;7.2;.417;0.3;1.0;.300;1.0;0.6;2.3
484;Chuma Okeke;ORL;9.2;.357;0.5;1.7;.280;1.7;0.4;2.3
485;Olivier Sarr;OKC;6.5;.579;0.1;0.4;.333;2.4;0.1;2.3
486;Dereon Seabron;NOP;9.2;.308;0.2;0.3;.500;1.2;0.8;2.3
487;Cole Swider;MIA;4.8;.395;0.6;1.7;.333;0.4;0.3;2.3
488;Udoka Azubuike;PHO;7.1;.696;0.0;0.0;;2.0;0.2;2.2
489;Reggie Bullock;HOU;9.5;.415;0.6;1.5;.403;1.7;0.3;2.2
490;Trent Forrest;ATL;10.9;.378;0.1;0.3;.200;1.3;2.4;2.2
491;Nate Hinton;HOU;5.0;.423;0.5;0.9;.500;1.5;0.7;2.2
492;Andre Jackson Jr.;MIL;10.0;.500;0.3;0.8;.370;2.0;0.9;2.2
493;Julian Phillips;CHI;8.1;.416;0.3;1.0;.316;0.9;0.3;2.2
494;Ish Wainright;2TM;5.6;.292;0.6;1.8;.350;1.3;0.1;2.1
494;Ish Wainright;POR;6.6;.333;0.9;2.3;.375;1.3;0.0;2.9
494;Ish Wainright;PHO;4.0;.167;0.3;1.0;.250;1.3;0.3;0.8
495;Colby Jones;SAC;6.4;.394;0.1;0.7;.091;1.3;0.7;2.1
496;Mamadi Diakite;2TM;4.0;.667;0.0;0.2;.000;0.7;0.3;2.0
496;Mamadi Diakite;SAS;5.3;.800;0.0;0.0;;1.0;0.7;4.0
496;Mamadi Diakite;NYK;2.7;.000;0.0;0.3;.000;0.3;0.0;0.0
497;Kobe Brown;LAC;9.0;.411;0.3;1.1;.292;1.4;0.6;2.0
498;JD Davison;BOS;4.9;.417;0.4;0.9;.429;1.3;1.3;2.0
499;Jordan Ford;SAC;3.7;.571;0.3;0.5;.667;0.3;0.3;2.0
500;Kevon Harris;ORL;3.0;.667;0.0;0.0;;1.0;0.5;2.0
501;D'Moi Hodge;LAL;5.9;.333;0.4;1.7;.250;0.0;0.7;2.0
502;Ty Jerome;CLE;7.5;.500;0.0;0.5;.000;0.5;1.5;2.0
503;Markquis Nowell;TOR;4.0;.000;0.0;0.0;;2.0;2.0;2.0
504;Jericho Sims;NYK;13.0;.691;0.0;0.0;;3.3;0.6;2.0
505;Lindell Wigginton;MIL;2.7;.400;0.0;0.7;.000;0.0;0.0;2.0
506;Isaiah Wong;IND;4.0;.333;0.0;1.0;.000;0.0;0.0;2.0
507;Justin Minaya;POR;11.2;.297;0.4;1.4;.245;1.6;0.6;1.8
508;Daishen Nix;MIN;3.3;.375;0.4;1.1;.353;0.2;0.4;1.8
509;Cody Zeller;NOP;7.4;.419;0.0;0.1;.333;2.6;0.9;1.8
510;Taj Gibson;2TM;10.2;.405;0.1;0.5;.200;1.9;0.6;1.7
510;Taj Gibson;NYK;10.3;.304;0.0;0.4;.000;1.8;0.6;1.0
510;Taj Gibson;DET;9.8;.571;0.5;1.0;.500;2.3;0.5;4.5
511;P.J. Tucker;2TM;15.7;.360;0.4;1.1;.371;2.7;0.5;1.7
511;P.J. Tucker;PHI;22.0;.400;0.7;1.7;.400;4.7;0.0;2.0
511;P.J. Tucker;LAC;15.0;.356;0.4;1.1;.367;2.5;0.6;1.6
512;Kessler Edwards;SAC;5.1;.415;0.4;1.0;.385;0.8;0.3;1.7
513;Leonard Miller;MIN;3.1;.650;0.1;0.3;.400;1.2;0.5;1.7
514;Jason Preston;UTA;10.1;.316;0.0;0.4;.000;2.4;2.3;1.7
515;Jordan Walsh;BOS;9.2;.400;0.2;1.0;.222;2.2;0.6;1.7
516;Jalen Hood-Schifino;LAL;5.2;.222;0.1;0.7;.133;0.6;0.4;1.6
517;Jett Howard;ORL;3.7;.333;0.4;1.4;.280;0.4;0.3;1.6
518;Seth Lundy;ATL;5.8;.235;0.3;1.4;.231;0.8;0.0;1.6
519;Jordan Miller;LAC;3.5;.556;0.1;0.3;.500;0.6;0.0;1.6
520;Josh Minott;MIN;2.8;.472;0.1;0.3;.400;0.5;0.3;1.6
521;Jalen Pickett;DEN;4.5;.429;0.3;0.9;.360;0.5;0.8;1.6
522;Ibou Badji;POR;10.3;.636;0.0;0.0;;2.3;0.6;1.5
523;Colin Castleton;LAL;3.7;.563;0.0;0.0;;0.8;0.2;1.5
524;Adam Flagler;OKC;7.0;.143;0.5;3.0;.167;0.0;2.0;1.5
525;Terry Taylor;CHI;6.1;.513;0.1;0.3;.222;1.2;0.3;1.5
526;Dariq Whitehead;BRK;12.0;.200;0.0;1.5;.000;2.0;1.5;1.5
527;Jack White;MEM;16.0;.125;0.5;2.5;.200;3.0;0.3;1.5
528;Kendall Brown;IND;4.2;.533;0.0;0.1;.000;0.3;0.3;1.4
529;Mason Jones;SAC;5.6;.250;0.4;1.4;.286;1.0;1.0;1.4
530;Jerome Robinson;GSW;3.7;.333;0.1;0.8;.118;0.3;0.2;1.4
531;Jermaine Samuels;HOU;4.3;.643;0.0;0.1;.000;0.9;0.2;1.4
532;Jacob Toppin;NYK;4.2;.556;0.1;0.4;.250;0.8;0.3;1.4
533;R.J. Hampton;MIA;9.5;.286;0.1;1.0;.125;0.8;1.0;1.3
534;Nathan Mensah;CHO;12.3;.429;0.0;0.0;;2.6;0.4;1.3
535;Isaiah Thomas;PHO;3.2;.300;0.3;0.7;.500;0.0;0.5;1.3
536;TyTy Washington Jr.;MIL;5.1;.300;0.2;0.5;.333;0.5;0.5;1.3
537;Jay Huff;DEN;2.5;.600;0.2;0.5;.333;0.6;0.1;1.2
538;Keyontae Johnson;OKC;7.3;.313;0.1;0.3;.333;1.1;0.4;1.2
539;Chris Livingston;MIL;4.3;.500;0.0;0.2;.200;1.0;0.2;1.2
540;Braxton Key;DEN;3.0;.412;0.1;0.3;.400;0.9;0.5;1.1
541;Robin Lopez;MIL;4.1;.368;0.1;0.5;.250;0.3;0.3;1.1
542;Admiral Schofield;ORL;3.7;.385;0.3;0.7;.375;0.7;0.3;1.1
543;Hunter Tyson;DEN;2.7;.400;0.2;0.8;.286;0.5;0.1;1.1
544;Filip Petrušev;2TM;3.3;.500;0.0;0.0;;0.3;0.0;1.0
544;Filip Petrušev;PHI;3.0;;0.0;0.0;;1.0;0.0;0.0
544;Filip Petrušev;SAC;3.5;.500;0.0;0.0;;0.0;0.0;1.5
545;Hamidou Diallo;WAS;2.5;.500;0.0;0.0;;1.0;0.5;1.0
546;Frank Ntilikina;CHO;8.6;.111;0.2;1.6;.125;1.2;0.8;1.0
547;Joshua Primo;LAC;5.0;.333;0.0;0.5;.000;0.5;0.0;1.0
548;Thanasis Antetokounmpo;MIL;4.6;.533;0.0;0.0;.000;0.4;0.5;0.9
549;James Johnson;IND;5.2;.300;0.0;0.2;.000;0.4;0.9;0.9
550;Charlie Brown Jr.;NYK;4.6;.200;0.3;0.9;.286;0.3;0.0;0.8
551;DaQuan Jeffries;NYK;2.7;.353;0.1;0.6;.200;0.3;0.3;0.8
552;Shaquille Harrison;MEM;2.0;.500;0.0;0.0;;0.7;0.0;0.7
553;Quenton Jackson;IND;3.7;.000;0.0;0.0;;1.3;0.7;0.7
554;Wendell Moore Jr.;MIN;3.0;.500;0.0;0.2;.000;0.5;0.2;0.7
555;Jalen Slawson;SAC;3.1;.667;0.0;0.2;.000;0.6;0.2;0.7
556;Pat Spencer;GSW;4.3;.500;0.0;0.3;.000;0.7;0.8;0.7
557;Alondes Williams;MIA;2.3;.250;0.0;0.6;.000;0.1;0.0;0.7
558;Juan Toscano-Anderson;SAC;4.8;.250;0.1;0.4;.250;1.3;0.4;0.6
559;Usman Garuba;GSW;3.0;.167;0.0;0.2;.000;1.2;0.2;0.5
560;E.J. Liddell;NOP;2.9;.167;0.0;0.6;.000;0.6;0.1;0.5
561;Pete Nance;CLE;3.4;.167;0.1;0.1;1.000;0.4;0.0;0.4
562;Maxwell Lewis;LAL;3.0;.190;0.0;0.3;.111;0.1;0.2;0.3
563;Ryan Arcidiacono;NYK;2.3;.000;0.0;0.3;.000;0.4;0.2;0.0
564;Malcolm Cazalon;DET;3.0;;0.0;0.0;;0.0;0.0;0.0
565;Jalen Crutcher;NOP;3.0;.000;0.0;0.0;;0.0;0.0;0.0
566;Andrew Funk;CHI;2.6;.000;0.0;0.6;.000;0.0;0.0;0.0
567;Kaiser Gates;NOP;7.0;.000;0.0;2.0;.000;1.0;0.0;0.0
568;Danny Green;PHI;9.0;.000;0.0;0.5;.000;1.0;0.5;0.0
569;Ron Harper Jr.;TOR;4.0;;0.0;0.0;;0.0;1.0;0.0
570;Justin Jackson;MIN;0.5;;0.0;0.0;;0.0;0.0;0.0
571;Dmytro Skapintsev;NYK;1.0;.000;0.0;0.0;;0.0;0.0;0.0
572;Javonte Smart;PHI;1.0;;0.0;0.0;;0.0;0.0;0.0
